trial,mean_diff_angle,mean_av_clamp,std_error_diff,std_error_clamp
108,11.168721889087,-15,2.18327145324566,0
109,12.2532911310599,-15,1.98028653305158,0
110,12.0561840111672,-15,2.46692829377464,0
111,12.4725833956946,-15,2.29458376039029,0
112,12.1722584430898,-15,2.21489531255283,0
113,12.4806584933035,-15,2.26979879592905,0
114,12.9762502631574,-15,2.34518570179986,0
115,12.0812352652324,-15,2.45471824417344,0
116,12.5893880162663,-15,2.0058301996257,0
117,13.6878398285287,-15,2.00140671220133,0
118,12.8772133435385,-15,2.80233434864364,0
119,12.930869822017,-15,2.76115508858077,0
120,12.9831382906548,-15,2.77305769199442,0
121,12.9999187430551,-15,2.83349470592158,0
122,6.32990227525206,-15,6.80592928202269,0
123,11.4696793656567,-15,2.26128822974342,0
124,12.3442641946408,-15,3.24346780958208,0
125,13.752727170942,-15,2.47300722500528,0
126,13.9144914541251,-15,2.72305723820623,0
127,12.4526335330706,-15,2.42789425762518,0
128,14.826506752667,-15,3.00079283944338,0
129,12.0742905232311,-15,2.4625060575272,0
130,13.1504102161805,-15,2.41340878142281,0
131,14.4289881344981,-15,2.42110210861983,0
132,14.4560589232941,-15,2.59552229982778,0
133,14.5644228668445,-15,2.58228379996319,0
134,14.3052624432127,-15,2.65898905994583,0
135,13.0943286163666,-15,2.7331619250008,0
136,12.6756025414353,-15,2.43834108472537,0
137,12.3183029003161,-15,2.47609501329069,0
138,13.03939076954,-15,2.255269892516,0
139,11.5471547921829,-15,2.61050887728929,0
140,12.6440321267274,-15,2.65252640609828,0
141,12.5203208237253,-15,2.5111653107176,0
142,12.2389076268768,-15,2.72449901716446,0
143,11.8032055003591,-15,2.43408889352172,0
144,12.5008803934403,-15,2.52966205158503,0
145,12.4439814671563,-15,2.58359964792934,0
146,12.3033745615631,-15,2.94501529228551,0
147,13.7558378521292,-15,2.85177186244275,0
148,13.2041658729048,-15,3.03437258773273,0
149,13.0783551320961,-15,2.89113623293866,0
150,14.0075463484037,-15,2.72340829602506,0
151,14.3510909180971,-15,3.28336080975294,0
152,12.1342332642931,-15,2.63234065834432,0
153,13.1130727169852,-15,3.2441156096809,0
154,13.7232329164236,-15,3.0703000254544,0
155,12.3325232595398,-15,2.63158407356615,0
156,12.5569909214923,-15,3.02538301956311,0
157,13.692455302437,-15,2.94910731535811,0
158,12.5831530360166,-15,3.33890073153826,0
159,11.3447668585013,-15,3.07392697222163,0
160,10.9510294730787,-15,2.51175922039345,0
161,11.5806827570104,-15,2.80948119155507,0
162,11.1088512431681,-15,2.53263199750203,0
163,11.5923004976536,-15,2.76182288182986,0
164,12.64265036865,-15,3.0539098926569,0
165,14.8233908994203,-15,3.32943852904616,0
166,10.9804353036949,-15,3.13153716083922,0
167,11.0928559865561,-15,2.46741397613412,0
168,12.9315534503772,-15,2.9413297640358,0
169,13.0351100451014,-15,3.2242638644349,0
170,12.9789092257443,-15,3.36178134031574,0
171,11.5127585059833,-15,2.88261675480825,0
172,11.4835803141371,-15,2.74683704745331,0
173,13.1526381449267,-15,2.69571247031026,0
174,11.6252750767061,-15,2.51027471406097,0
175,12.6929269193527,-15,3.00142823525885,0
176,13.069296059492,-15,3.07358782663176,0
177,10.7349101912967,-15,2.73389984661406,0
178,10.8417426333294,-15,3.11604694206675,0
179,12.1662500434368,-15,2.61836094197253,0
180,12.5403525276464,-15,3.52660054439381,0
181,10.878224681893,-15,2.59594491694308,0
182,13.5800074729539,-15,2.951815892503,0
183,14.3126550632687,-15,3.02421143164339,0
184,14.7326197505906,-15,2.87416345271795,0
185,13.2111747388689,-15,2.79723235597233,0
186,13.3770355082362,-15,3.20762666930479,0
187,14.3663068651832,-15,3.01538548665884,0
188,15.4647312282884,-15,3.88019544350315,0
189,13.3379394958324,-15,3.10461680872336,0
190,13.7358850864209,-15,3.20868789851248,0
191,10.7941355328394,-15,3.08977355274346,0
192,13.0538808060406,-15,2.91992633496923,0
193,11.7909610455733,-15,3.30840610723085,0
194,12.3752854767694,-15,2.81579449054445,0
195,13.6333089851713,-15,2.82989288865987,0
196,13.2380432403803,-15,2.6477879259947,0
197,12.1414064614366,-15,2.2944564912898,0
198,11.9041422682837,-15,3.46930587447017,0
199,14.4545357465417,-15,3.23061164400099,0
200,14.2855765671814,-15,2.77100907557389,0
201,13.9335718932735,-15,3.24150649065735,0
202,14.9635533492535,-15,3.80098549884703,0
203,12.0183751108206,-15,3.11530839931515,0
204,13.7216784990214,-15,3.61605763862068,0
205,11.7209043670906,-15,2.78258678880738,0
206,11.1183442830832,-15,2.40617157491811,0
207,12.1263734432762,-15,2.8934447695708,0
208,12.9198140415902,-15,2.87079135375245,0
209,12.7191248987581,-15,3.26084243337066,0
210,12.7676076150769,-15,2.99892918558437,0
211,13.0540855361824,-15,2.92793775882726,0
212,14.2801896070108,-15,3.57557477592181,0
213,12.386978472703,-15,3.61257705593016,0
214,11.5386166947438,-15,2.78870443810417,0
215,12.6758949185149,-15,3.27403208529062,0
216,12.7664109081939,-15,3.14739791039239,0
217,12.5661218673879,-15,2.77636504527754,0
218,12.1915037775186,-15,2.59189217665591,0
219,12.3820036308483,-15,2.94879475436916,0
220,13.7838434399081,-15,3.04845696877189,0
221,13.6164835272399,-15,3.34255196562023,0
222,13.4149339948526,-15,3.14992510650332,0
223,13.6851726318252,-15,3.49211635884898,0
224,13.5656054288378,-15,3.15193944533858,0
225,11.913183805031,-15,2.7115193679317,0
226,-2.24865067589513,-0.928003196916328,4.23214399342857,2.07855849276324
227,-1.32946701948559,-0.928003196916328,3.57689389912788,2.07855849276324
228,-2.50777865933187,-0.928003196916328,3.40617674041664,2.07855849276324
229,-4.09772966255877,-0.928003196916328,2.76250231306807,2.07855849276324
230,-3.28167873619497,-0.928003196916328,2.04158920415392,2.07855849276324
231,-2.30781008471377,-0.928003196916328,1.99173379281865,2.07855849276324
232,-1.16023357628264,-0.928003196916328,2.15313695790394,2.07855849276324
233,-3.29984248105614,-0.928003196916328,2.60942669873055,2.07855849276324
234,-1.95865094351443,-0.928003196916328,2.05601174428253,2.07855849276324
235,-0.60420669111309,-0.928003196916328,1.54281916770654,2.07855849276324
236,-1.97248036970061,-0.928003196916328,1.96905913161541,2.07855849276324
237,-3.25818152671895,-0.928003196916328,1.55995189479722,2.07855849276324
238,-2.58002972628404,-0.928003196916328,1.62882592777,2.07855849276324
239,-2.67752153199329,-0.928003196916328,1.72968093679978,2.07855849276324
240,-5.28282397504042,-0.928003196916328,2.50171160414805,2.07855849276324
241,-4.0883447435256,-0.928003196916328,2.20928402131976,2.07855849276324
242,-2.30425764411195,-0.928003196916328,2.07129102910984,2.07855849276324
243,-4.32571835290363,-0.928003196916328,2.56229159923496,2.07855849276324
244,-3.03796626918217,-0.928003196916328,2.3083410670437,2.07855849276324
245,-3.79210343589081,-0.928003196916328,2.52232846297239,2.07855849276324
246,-2.10469536355558,-0.928003196916328,2.28438668946058,2.07855849276324
247,-3.0056111586548,-0.928003196916328,2.75166398925848,2.07855849276324
248,-1.41279586949949,-0.928003196916328,2.78980363247832,2.07855849276324
249,-4.09959137252457,-0.928003196916328,2.62638495904407,2.07855849276324
250,-4.21075947561342,-0.928003196916328,2.72411976218564,2.07855849276324
251,-3.46230049170938,-0.928003196916328,2.84956736487641,2.07855849276324
252,-1.70569174644789,-0.928003196916328,3.41325107918269,2.07855849276324
253,-2.87038903366347,-0.928003196916328,2.62357445529346,2.07855849276324
254,-3.83341652922904,-0.928003196916328,2.18027394205157,2.07855849276324
255,-6.25594625703279,-0.928003196916328,2.77796941620359,2.07855849276324
256,-3.91403871881408,-0.928003196916328,2.07841688080678,2.07855849276324
257,-2.65131532838679,-0.928003196916328,2.31299921040175,2.07855849276324
258,-3.36249088389714,-0.928003196916328,2.43939313376187,2.07855849276324
259,-1.19754980314847,-0.928003196916328,2.6539155386955,2.07855849276324
260,-1.54225878920518,-0.928003196916328,2.74904167611963,2.07855849276324
261,-3.79309466439047,-0.928003196916328,2.62590554386093,2.07855849276324
262,-5.6947662348682,-0.928003196916328,2.37694923918171,2.07855849276324
263,-4.68979054316851,-0.928003196916328,2.52142757801321,2.07855849276324
264,-5.01555519004805,-0.928003196916328,3.175809712457,2.07855849276324
265,-4.36824659162112,-0.928003196916328,2.88676596979028,2.07855849276324
266,-4.08084458446345,-0.928003196916328,2.59836614246688,2.07855849276324
267,-5.53363938437737,-0.928003196916328,2.77424771199143,2.07855849276324
268,-5.10401311558093,-0.928003196916328,2.25161371096687,2.07855849276324
269,-5.18244820154212,-0.928003196916328,2.52668636490531,2.07855849276324
270,-3.82150915237478,-0.928003196916328,2.43923691243705,2.07855849276324
271,-3.78159919357016,-0.928003196916328,1.9764762751782,2.07855849276324
272,-3.99246498491738,-0.928003196916328,2.2226870059319,2.07855849276324
273,-4.90507892756213,-0.928003196916328,2.33671446873607,2.07855849276324
274,-4.28828170772347,-0.928003196916328,2.11798829562648,2.07855849276324
275,-4.55612984321603,-0.928003196916328,2.54984335606862,2.07855849276324
276,-6.41177004486176,-0.928003196916328,2.63730477878863,2.07855849276324
277,-2.17993073712681,-0.928003196916328,2.22239327687804,2.07855849276324
278,-2.81450862966158,-0.928003196916328,2.1062620142819,2.07855849276324
279,-3.18967357744561,-0.928003196916328,2.21678136999714,2.07855849276324
280,-3.31010076053728,-0.928003196916328,2.06988425543517,2.07855849276324
281,-1.11068657389865,-0.928003196916328,2.12555697469642,2.07855849276324
282,-4.75296752086785,-0.928003196916328,2.04835857258303,2.07855849276324
283,-3.7223509889576,-0.928003196916328,2.59439403944142,2.07855849276324
284,-3.40610519877561,-0.928003196916328,1.92567870781023,2.07855849276324
285,-5.84708268766006,-0.928003196916328,1.93806277965036,2.07855849276324
286,-7.63827714099547,-0.928003196916328,2.47330384403607,2.07855849276324
287,-5.34069447888086,-0.928003196916328,2.97159419968671,2.07855849276324
288,-5.45052422473413,-0.928003196916328,2.56987711517039,2.07855849276324
289,-4.81941316053963,-0.928003196916328,2.54217575775713,2.07855849276324
290,-3.11050038686338,-0.928003196916328,2.21524422957699,2.07855849276324
291,-5.67375955008324,-0.928003196916328,2.89429855932095,2.07855849276324
292,-4.19715893554841,-0.928003196916328,3.29258405955929,2.07855849276324
293,-6.65794745842,-0.928003196916328,2.59552414692316,2.07855849276324
294,-2.36660914690125,-0.928003196916328,2.31124927088676,2.07855849276324
295,-2.84029494223308,-0.928003196916328,2.40700144613236,2.07855849276324
296,-3.62782226781864,-0.928003196916328,2.51917233486364,2.07855849276324
297,-4.52390842286743,-0.928003196916328,2.02823055245938,2.07855849276324
298,-3.6903175704088,-0.928003196916328,2.08017299616738,2.07855849276324
299,-1.74316895191147,-0.928003196916328,2.39678258873004,2.07855849276324
300,-4.4428169192291,-0.928003196916328,2.0751106945257,2.07855849276324
301,-5.61199934446329,-0.928003196916328,2.13870160258124,2.07855849276324
302,-4.63251731388097,-0.928003196916328,2.21024281105682,2.07855849276324
303,-2.21835223864837,-0.928003196916328,2.34837709182948,2.07855849276324
304,-2.5482614375794,-0.928003196916328,2.19769153500973,2.07855849276324
305,-4.15971565568322,-0.928003196916328,2.70674371626435,2.07855849276324
306,-4.00688290664574,-0.928003196916328,2.18317204665327,2.07855849276324
307,-2.18506781236845,-0.928003196916328,2.07340126531326,2.07855849276324
308,-4.80598179877033,-0.928003196916328,2.24809696110541,2.07855849276324
309,-0.214590652592526,-0.928003196916328,2.33877457072841,2.07855849276324
310,-4.42953260738624,-0.928003196916328,2.79826115187243,2.07855849276324
311,-4.34565776718264,-0.928003196916328,2.69140294664592,2.07855849276324
312,-6.22298963889405,-0.928003196916328,2.87093801762435,2.07855849276324
313,-4.56056780870015,-0.928003196916328,2.3434111204632,2.07855849276324
314,-6.51822203486292,-0.928003196916328,2.57168565445523,2.07855849276324
315,-2.91517865643989,-0.928003196916328,2.58468935255184,2.07855849276324
316,-5.84750909786009,-0.928003196916328,2.83602498441277,2.07855849276324
317,-2.90734089915873,-0.928003196916328,2.42486224556527,2.07855849276324
318,-4.39162723522507,-0.928003196916328,2.12405046558816,2.07855849276324
319,-3.66582721909756,-0.928003196916328,2.61382699087487,2.07855849276324
320,-5.0916285161278,-0.928003196916328,2.72584353219231,2.07855849276324
321,-5.88713013739254,-0.928003196916328,2.43891650052836,2.07855849276324
322,-4.46785622565312,-0.928003196916328,2.0927784769197,2.07855849276324
323,-5.97704264255339,-0.928003196916328,2.04625347489555,2.07855849276324
324,-6.47556376157515,-0.928003196916328,3.71302860736957,2.07855849276324
325,-4.24127899578838,-0.928003196916328,2.85673210429769,2.07855849276324
